"id","journal_title","publishers_name","issn_number","link","aim_identifier","medline","google_scholar_index","impact_factor","sjr","h_index","eigen_factor","eigen_metrix","snip","snip_metrix","open_access_journal","listed_in_doaj","present_issn","publisher_in_cope","online_publisher_africa","hosted_on_inasps","country_id","language_id","platform_id","thematic_area_id"
"151","Journal of Medical Investigation and Practice","College of Medicine and Health Sciences, Abia State University",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"152","Journal of Medical Laboratory Science"," Association of Medical Laboratory Scientists of NigeriA",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"153","Journal of Medicine and Biomedical Research"," College of Medical Sciences, University of Benin ",NULL,"nan",False,True,False,NULL,True,5,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"154","Journal of Medicine and Medical Sciences","College of Medicine, University of Lagos",NULL,"nan",False,True,True,4,True,27,False,"nan",False,NULL,False,False,True,False,False,True,"7","1","1","2"
"155","Journal of Medicine in the Tropics","Wolters Kluwer - Medknow",NULL,"nan",False,True,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,False,True,"7","1","1","2"
"156","Journal of Meteorology and Climate Science","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","1"
"157","Journal of Mining and Geology","Nigerian Mining and Geosciences Society",NULL,"nan",False,NULL,False,NULL,True,13,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","1"
"158","Journal of Modeling, Design and Management of Engineering Systems","Dialetique Publishers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","5"
"159","Journal of Pharmaceutical and Allied Sciences","nan",NULL,"nan",True,True,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"160","Journal of Pharmacy & Bioresources","University of Jos ",NULL,"nan",False,True,True,4,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","2"
"161","Journal of Phytomedicine and Therapeutics","National Institute for Pharmaceutical Research and Development.",NULL,"nan",False,True,False,NULL,True,6,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"162","Journal of Radiography and Radiation Sciences","Education Committee (EDUCOM) of the Association of Radiographers of Nigeria (ARN)",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"163","Journal of Religion and Human Relations","Department of Religion and Human Relations, Faculty of Arts, Nnamdi Azikiwe University, Awka",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","5"
"164","Journal of Research in Forestry, Wildlife and Environment","nan",NULL,"nan",False,NULL,True,8,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","5"
"165","Journal of Research in National Development","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"166","Journal of Surgical Technique and Case Report","Wolters Kluwer -- Medknow Publications",NULL,"nan",True,True,False,NULL,True,13,False,"nan",False,NULL,True,False,True,True,False,True,"7","1","1","2"
"167","Journal of Sustainable Development Law and Policy","OGEES Institute, Afe Babalola University",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","5"
"168","Journal of Technology and Education in Nigeria","Department of Vocational Education, Nnamdi Azikiwe",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","1"
"169","Journal of the Association of Nigerian Musicologists","Association of nigerian muxicologists(ANIM)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"170","Journal of the Nigerian Association of Mathematical Physics","Nigerian Association of Mathematical Physics",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"171","Journal of the Nigerian Infection Control Association","nan",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","2"
"172","Journal of the Nigerian Optometric Association"," Nigerian Optometric Association.",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"173","Journal of the Obafemi Awolowo University Medical Student's Association (IFEMED)","Obafemi Awolowo University Medical Students’ Association",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","2"
"174","Kanem Journal of Medical Sciences","Ntec Specialist",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"7","1","1","2"
"175","Kashere Journal of Education"," Faculty of Education, Federal University of Kashere ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","5"
"176","Lagos Historical Review","Department of History, University of Lagos",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"177","Lagos Journal of Library and Information Science","Nigerian Library Association, Lagos",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"178","Lagos Notes and Records","University of Lagos, Nigeria",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","5"
"179","LBS Management Review","Management professionals for practising managers",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","5"
"180","Mary Slessor Journal of Medicine","University of Calabar Teaching Hospital.",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"181","Mgbakoigba: Journal of African Studies"," Department of Fine and Applied Arts, Nnamdi Azikiwe University, Awka.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"7","1","1","5"
"182","Moor Journal of Agricultural Research","Ibadan, Nigeria : Institute of Agricultural Research and Training, Obafemi Awolowo University",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","4"
"183","Nigeria Agricultural Journal","Agricultural Society of Nigeria",NULL,"nan",False,NULL,True,5,True,8,False,"nan",False,NULL,True,False,False,False,True,True,"7","1","1","4"
"184","Nigeria Journal of Business Administration","Department of Business Administration, University of Benin",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","3"
"185","Nigeria Journal of Pure and Applied Physics","Department of Physics, Federal University of Technology,",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"7","1","1","1"
"186","Nigerian Dental Journal","School of Dentistry, University of Benin Nigeria",NULL,"nan",False,True,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"187","Nigerian Endocrine Practice","American Association of Clinical Endocrinologists (AACE-Nigeria)",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"188","Nigerian Food Journal","Three Crowns Building",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","1"
"189","Nigerian Health Journal","Nigerian Medical Association, Rivers State Branch",NULL,"nan",True,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"190","Nigerian Hospital Practice","Longman Nigeria",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"191","Nigerian Journal of Animal Production","Animal Production in the Tropics at the University of Ibadan",NULL,"nan",False,NULL,True,6,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","4"
"192","Nigerian Journal of Animal Science","Animal Science Association of Nigeria (ASAN)",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","4"
"193","Nigerian Journal of Basic and Applied Sciences","UsmanuDanfodiyo University, Sokoto",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"7","1","1","1"
"194","Nigerian Journal of Biotechnology","Biotechnology Society of Nigeria.",NULL,"nan",False,NULL,True,6,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","1"
"195","Nigerian Journal of Botany","Botanical Society of Nigeria (BOSON) ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"7","1","1","1"
"196","Nigerian Journal of Chemical Research","Chemical Abstract Service (CAS).",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","1"
"197","Nigerian Journal of Christian Studies","National Association for Christian Studies (NACS). ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","5"
"198","Nigerian Journal of Clinical and Counselling Psychology","Nigerian Association of Clinical Psychologists' official journal (A Division of Nigerian Psychological Association)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"199","Nigerian Journal of Clinical Medicine","Association of Resident Doctors of the Lagos State University Teaching Hospital",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"200","Nigerian Journal of Clinical Practice","Medical and Dental Consultants Association of Nigeria",NULL,"nan",True,True,True,35,True,31,False,"nan",True,"0.62",True,False,True,False,True,True,"7","1","1","2"
"201","Nigerian Journal of Dental Research","School of Dentistry, College of Medical Sciences, University of Benin",NULL,"nan",True,NULL,True,3,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"202","Nigerian Journal of Economic History","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","3"
"203","Nigerian Journal of Family Practice","University of Port Harcourt Teaching Hospital",NULL,"nan",False,NULL,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"204","Nigerian Journal of Fisheries","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","1"
"205","Nigerian Journal of Gastroenterology and Hepatology","Society of Gastroenterology and Hepatology in Nigeria (SOGHIN)",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"206","Nigerian Journal of General Practice","The Association of General and Private Medical Practitioners of Nigeria [AGPMPN]",NULL,"nan",False,False,True,3,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"207","Nigerian Journal of Genetics","nan",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"208","Nigerian Journal of Guidance and Counselling","Department of Counsellor Education, University of Ilorin",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","5"
"209","Nigerian Journal of Health and Biomedical Sciences","College of Health Sciences of Obafemi Awolowo University",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"210","Nigerian Journal of Horticultural Science","HORTICULTURAL SOCIETY OF NIGERIA (HORTSON)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","4"
"211","Nigerian Journal of Medicine","Nigerian Association of Resident Doctors ( NARD),",NULL,"nan",True,False,True,8,True,25,False,"nan",False,NULL,True,True,True,True,False,True,"7","1","1","2"
"212","Nigerian Journal of Natural Products and Medicine","Nigerian Society of Pharmacognosy",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","2"
"213","Nigerian Journal of Nutritional Sciences","Nutrition Society of Nigeria",NULL,"nan",False,True,True,4,True,3,False,"nan",True,"0.14",False,False,True,False,True,True,"7","1","1","2"
"214","Nigerian Journal of Ophthalmology","Ophthalmological Society of Nigeria",NULL,"nan",True,True,True,5,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"215","Nigerian Journal of Orthopaedics and Trauma","Nigeria Orthopaedic Association",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"216","Nigerian Journal of Otorhinolaryngology","Otorhinolaryngological Society of Nigeria",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","2"
"217","Nigerian Journal of Paediatrics","Ibadan, Paediatric Association of Nigeria",NULL,"nan",True,True,True,7,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"7","1","1","2"
"218","Nigerian Journal of Parasitology","The Society, [Ilorin]",NULL,"nan",False,True,True,5,True,5,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","2"
"219","Nigerian Journal of Pharmaceutical Research","Nigeria Association of Pharmacists in Academia",NULL,"nan",True,True,True,6,False,NULL,False,"nan",False,NULL,True,False,True,False,False,True,"7","1","1","2"
"220","Nigerian Journal of Physics","Lewis Publishers Inc, New York",NULL,"nan",False,False,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"7","1","1","1"
"221","Nigerian Journal of Physiological Sciences","Physiological Society of Nigeria",NULL,"nan",True,True,True,9,True,20,False,"nan",True,"0.16",True,False,True,True,False,True,"7","1","1","2"
"222","Nigerian Journal of Plastic Surgery","Nigerian Association of Plastic, Reconstructive and Aesthetic Surgeons",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"7","1","1","2"
